"Start_time","End_time","Rain_in","Int_in/15min","Int_in/hr","Flag"
2015-04-20 11:15:00,2015-04-20 13:30:00,0.07,0.04,0.16,"VERY SMALL"
2015-04-20 21:30:00,2015-04-21 10:15:00,0.15,0.05,0.2,"SMALL"
2015-04-21 17:00:00,2015-04-22 01:30:00,1.5,0.24,0.96,"MODERATE"
2015-04-22 14:30:00,2015-04-22 22:45:00,0.22,0.04,0.16,"SMALL"
2015-04-23 06:15:00,2015-04-23 11:15:00,0.05,0.03,0.12,"VERY SMALL"
2015-04-23 18:00:00,2015-04-23 19:45:00,0.1,0.03,0.12,"SMALL"
2015-04-24 09:00:00,2015-04-24 09:00:00,0.01,0.01,0.04,"VERY SMALL"
2015-04-24 22:00:00,2015-04-25 06:45:00,0.11,0.06,0.24,"SMALL"
2015-04-26 05:30:00,2015-04-26 06:15:00,0.04,0.03,0.12,"VERY SMALL"
2015-04-26 16:45:00,2015-04-27 08:30:00,2.11,0.18,0.72,"LARGE"
2015-04-27 18:45:00,2015-04-28 17:15:00,1.51,0.2,0.8,"MODERATE"
2015-04-29 12:30:00,2015-04-29 12:30:00,0.02,0.02,0.08,"VERY SMALL"
2015-04-30 04:45:00,2015-04-30 08:30:00,0.02,0.01,0.04,"VERY SMALL"
2015-04-30 20:00:00,2015-05-01 06:15:00,0.86,0.24,0.96,"MODERATE"
2015-05-02 21:00:00,2015-05-02 21:00:00,0.01,0.01,0.04,"VERY SMALL"
2015-05-04 08:30:00,2015-05-04 12:00:00,0.14,0.06,0.24,"SMALL"
2015-05-05 03:30:00,2015-05-05 05:00:00,0.03,0.01,0.04,"VERY SMALL"
2015-05-06 07:00:00,2015-05-06 09:15:00,0.06,0.03,0.12,"VERY SMALL"
2015-05-07 23:00:00,2015-05-08 16:15:00,0.76,0.12,0.48,"MODERATE"
2015-05-08 23:00:00,2015-05-09 00:30:00,0.22,0.14,0.56,"SMALL"
2015-05-09 07:45:00,2015-05-09 08:00:00,0.07,0.06,0.24,"VERY SMALL"
2015-05-09 20:30:00,2015-05-10 14:15:00,1.3,0.33,1.32,"MODERATE"
2015-05-12 04:45:00,2015-05-12 04:45:00,0.01,0.01,0.04,"VERY SMALL"
2015-05-12 19:15:00,2015-05-12 20:00:00,0.08,0.04,0.16,"VERY SMALL"
2015-05-13 13:00:00,2015-05-13 13:00:00,0.01,0.01,0.04,"VERY SMALL"
2015-05-13 20:30:00,2015-05-14 16:15:00,0.66,0.18,0.72,"MODERATE"
2015-05-16 03:45:00,2015-05-16 04:30:00,0.03,0.01,0.04,"VERY SMALL"
2015-05-17 06:45:00,2015-05-17 12:45:00,0.09,0.05,0.2,"VERY SMALL"
2015-05-17 19:45:00,2015-05-17 20:00:00,0.02,0.01,0.04,"VERY SMALL"
2015-05-20 01:00:00,2015-05-20 13:45:00,1.01,0.1,0.4,"MODERATE"
2015-05-21 18:00:00,2015-05-21 18:00:00,0.01,0.01,0.04,"VERY SMALL"
2015-05-22 15:45:00,2015-05-23 05:30:00,0.42,0.07,0.28,"SMALL"
2015-05-25 00:30:00,2015-05-25 00:30:00,0.01,0.01,0.04,"VERY SMALL"
2015-05-25 18:30:00,2015-05-25 20:00:00,0.04,0.02,0.08,"VERY SMALL"
2015-05-26 13:15:00,2015-05-26 15:30:00,0.02,0.01,0.04,"VERY SMALL"
2015-05-26 21:45:00,2015-05-27 01:00:00,0.21,0.09,0.36,"SMALL"
2015-05-27 20:30:00,2015-05-28 00:00:00,0.28,0.05,0.2,"SMALL"
2015-05-28 15:00:00,2015-05-28 19:45:00,0.17,0.05,0.2,"SMALL"
2015-05-30 12:00:00,2015-06-01 14:45:00,3.42,0.2,0.8,"LARGE"
2015-06-01 21:15:00,2015-06-02 03:15:00,0.04,0.01,0.04,"VERY SMALL"
2015-06-03 08:15:00,2015-06-04 11:15:00,2.02,0.11,0.44,"LARGE"
2015-06-06 02:45:00,2015-06-06 02:45:00,0.01,0.01,0.04,"VERY SMALL"
2015-06-07 00:30:00,2015-06-07 06:00:00,0.09,0.05,0.2,"VERY SMALL"
2015-06-08 02:30:00,2015-06-08 09:00:00,0.16,0.05,0.2,"SMALL"
2015-06-08 18:15:00,2015-06-09 00:30:00,0.03,0.01,0.04,"VERY SMALL"
2015-06-09 08:15:00,2015-06-10 06:30:00,0.11,0.03,0.12,"SMALL"
2015-06-11 03:15:00,2015-06-11 09:45:00,0.06,0.03,0.12,"VERY SMALL"
2015-06-14 01:45:00,2015-06-14 06:30:00,0.26,0.22,0.88,"SMALL"
2015-06-15 08:30:00,2015-06-15 13:45:00,0.16,0.05,0.2,"SMALL"
2015-06-17 02:30:00,2015-06-17 13:15:00,0.66,0.13,0.52,"MODERATE"
2015-06-17 20:45:00,2015-06-18 06:30:00,0.32,0.11,0.44,"SMALL"
2015-06-18 16:15:00,2015-06-19 05:00:00,0.16,0.06,0.24,"SMALL"
2015-06-19 12:00:00,2015-06-19 12:15:00,0.03,0.02,0.08,"VERY SMALL"
2015-06-19 18:45:00,2015-06-19 18:45:00,0.03,0.03,0.12,"VERY SMALL"
2015-06-20 01:30:00,2015-06-20 02:30:00,0.08,0.04,0.16,"VERY SMALL"
2015-06-20 21:45:00,2015-06-20 21:45:00,0.01,0.01,0.04,"VERY SMALL"
2015-06-21 18:00:00,2015-06-22 02:15:00,0.12,0.06,0.24,"SMALL"
2015-06-22 17:45:00,2015-06-22 17:45:00,0.01,0.01,0.04,"VERY SMALL"
2015-06-23 01:15:00,2015-06-23 13:15:00,0.2,0.06,0.24,"SMALL"
2015-06-23 22:45:00,2015-06-24 18:15:00,1.62,0.22,0.88,"MODERATE"
2015-06-25 07:00:00,2015-06-25 07:00:00,0.01,0.01,0.04,"VERY SMALL"
2015-06-25 13:45:00,2015-06-25 14:45:00,0.06,0.04,0.16,"VERY SMALL"
2015-06-26 00:15:00,2015-06-26 07:00:00,0.43,0.22,0.88,"SMALL"
2015-06-26 17:15:00,2015-06-26 21:00:00,0.04,0.02,0.08,"VERY SMALL"
2015-06-27 10:00:00,2015-06-27 10:00:00,0.01,0.01,0.04,"VERY SMALL"
2015-06-27 22:45:00,2015-06-28 00:30:00,0.14,0.06,0.24,"SMALL"
2015-06-28 09:00:00,2015-06-29 04:30:00,3.65,0.38,1.52,"LARGE"
2015-06-29 17:15:00,2015-06-29 17:15:00,0.01,0.01,0.04,"VERY SMALL"
2015-07-03 16:00:00,2015-07-03 16:00:00,0.01,0.01,0.04,"VERY SMALL"
2015-07-07 02:00:00,2015-07-07 22:30:00,0.93,0.12,0.48,"MODERATE"
2015-07-08 05:30:00,2015-07-08 07:15:00,0.07,0.04,0.16,"VERY SMALL"
2015-07-08 22:00:00,2015-07-08 22:00:00,0.01,0.01,0.04,"VERY SMALL"
2015-07-09 08:15:00,2015-07-09 08:15:00,0.01,0.01,0.04,"VERY SMALL"
2015-07-09 16:45:00,2015-07-12 20:45:00,4.69,0.28,1.12,"LARGE"
2015-07-13 03:45:00,2015-07-13 11:30:00,1.37,0.17,0.68,"MODERATE"
2015-07-13 23:45:00,2015-07-14 19:30:00,0.59,0.1,0.4,"MODERATE"
2015-07-15 03:45:00,2015-07-17 08:00:00,1.8,0.2,0.8,"MODERATE"
2015-07-18 11:15:00,2015-07-18 11:15:00,0.01,0.01,0.04,"VERY SMALL"
2015-07-19 05:45:00,2015-07-19 08:00:00,0.04,0.02,0.08,"VERY SMALL"
2015-07-19 16:00:00,2015-07-19 16:00:00,0.01,0.01,0.04,"VERY SMALL"
2015-07-19 22:30:00,2015-07-19 23:15:00,0.13,0.1,0.4,"SMALL"
2015-07-20 06:00:00,2015-07-20 06:00:00,0.01,0.01,0.04,"VERY SMALL"
2015-07-20 14:00:00,2015-07-20 19:15:00,0.03,0.01,0.04,"VERY SMALL"
2015-07-21 02:00:00,2015-07-21 06:00:00,1.28,0.54,2.16,"MODERATE"
2015-07-22 03:15:00,2015-07-22 08:45:00,0.98,0.18,0.72,"MODERATE"
2015-07-23 22:00:00,2015-07-24 09:30:00,0.21,0.07,0.28,"SMALL"
2015-07-27 08:45:00,2015-07-27 09:00:00,0.05,0.03,0.12,"VERY SMALL"
2015-07-27 20:45:00,2015-07-27 23:15:00,0.09,0.05,0.2,"VERY SMALL"
2015-07-29 01:15:00,2015-07-29 03:45:00,0.07,0.03,0.12,"VERY SMALL"
2015-07-30 05:00:00,2015-07-30 08:00:00,0.04,0.02,0.08,"VERY SMALL"
2015-07-30 21:15:00,2015-07-30 21:15:00,0.01,0.01,0.04,"VERY SMALL"
2015-07-31 04:00:00,2015-07-31 08:00:00,0.04,0.02,0.08,"VERY SMALL"
2015-07-31 20:15:00,2015-07-31 22:45:00,0.04,0.01,0.04,"VERY SMALL"
2015-08-01 05:45:00,2015-08-01 06:45:00,0.03,0.01,0.04,"VERY SMALL"
2015-08-02 08:30:00,2015-08-02 08:30:00,0.01,0.01,0.04,"VERY SMALL"
2015-08-03 21:15:00,2015-08-03 21:30:00,0.03,0.02,0.08,"VERY SMALL"
2015-08-04 17:45:00,2015-08-05 22:15:00,0.61,0.15,0.6,"MODERATE"
2015-08-06 05:30:00,2015-08-06 06:45:00,0.07,0.06,0.24,"VERY SMALL"
2015-08-07 14:00:00,2015-08-07 17:30:00,0.03,0.02,0.08,"VERY SMALL"
2015-08-08 22:15:00,2015-08-09 15:45:00,0.4,0.07,0.28,"SMALL"
2015-08-10 03:45:00,2015-08-10 03:45:00,0.01,0.01,0.04,"VERY SMALL"
2015-08-10 23:00:00,2015-08-11 12:30:00,0.41,0.06,0.24,"SMALL"
2015-08-11 21:45:00,2015-08-11 22:00:00,0.03,0.02,0.08,"VERY SMALL"
2015-08-12 19:45:00,2015-08-13 17:45:00,0.75,0.2,0.8,"MODERATE"
2015-08-14 02:15:00,2015-08-15 06:45:00,0.76,0.08,0.32,"MODERATE"
2015-08-15 16:30:00,2015-08-15 16:30:00,0.01,0.01,0.04,"VERY SMALL"
2015-08-16 08:30:00,2015-08-16 22:00:00,0.44,0.06,0.24,"SMALL"
2015-08-17 17:30:00,2015-08-17 22:45:00,2.43,0.52,2.08,"LARGE"
2015-08-18 10:00:00,2015-08-18 10:00:00,0.01,0.01,0.04,"VERY SMALL"
2015-08-20 01:30:00,2015-08-20 04:30:00,0.02,0.01,0.04,"VERY SMALL"
2015-08-20 13:45:00,2015-08-20 18:00:00,2.99,0.95,3.8,"LARGE"
2015-08-21 04:30:00,2015-08-21 04:30:00,0.02,0.02,0.08,"VERY SMALL"
2015-08-22 05:15:00,2015-08-23 01:30:00,1.71,0.28,1.12,"MODERATE"
2015-08-23 10:00:00,2015-08-24 09:00:00,3.45,0.47,1.88,"LARGE"
2015-08-24 17:15:00,2015-08-24 21:45:00,0.2,0.11,0.44,"SMALL"
2015-08-25 04:15:00,2015-08-25 04:15:00,0.02,0.02,0.08,"VERY SMALL"
2015-08-25 13:00:00,2015-08-25 18:15:00,0.33,0.14,0.56,"SMALL"
2015-08-26 06:00:00,2015-08-26 17:00:00,1.84,0.38,1.52,"MODERATE"
2015-08-27 15:00:00,2015-08-27 15:15:00,0.02,0.01,0.04,"VERY SMALL"
2015-08-28 07:45:00,2015-08-28 08:00:00,0.02,0.01,0.04,"VERY SMALL"
2015-08-28 22:45:00,2015-08-28 22:45:00,0.01,0.01,0.04,"VERY SMALL"
2015-08-29 08:30:00,2015-08-29 08:30:00,0.01,0.01,0.04,"VERY SMALL"
2015-08-30 00:15:00,2015-08-30 01:45:00,0.05,0.04,0.16,"VERY SMALL"
2015-08-30 14:15:00,2015-08-30 14:15:00,0.01,0.01,0.04,"VERY SMALL"
2015-08-31 01:00:00,2015-09-01 11:15:00,0.7,0.12,0.48,"MODERATE"
2015-09-03 07:45:00,2015-09-03 17:15:00,0.94,0.19,0.76,"MODERATE"
2015-09-05 16:15:00,2015-09-05 16:15:00,0.01,0.01,0.04,"VERY SMALL"
2015-09-06 11:30:00,2015-09-06 12:00:00,0.08,0.06,0.24,"VERY SMALL"
2015-09-07 19:15:00,2015-09-08 01:45:00,0.13,0.03,0.12,"SMALL"
2015-09-08 11:45:00,2015-09-08 11:45:00,0.01,0.01,0.04,"VERY SMALL"
2015-09-10 09:00:00,2015-09-10 09:00:00,0.01,0.01,0.04,"VERY SMALL"
2015-09-11 00:15:00,2015-09-12 17:15:00,10.05,0.94,3.76,"LARGE"
2015-09-13 01:45:00,2015-09-14 07:15:00,2.27,0.29,1.16,"LARGE"
2015-09-14 13:30:00,2015-09-15 23:45:00,7.39,0.34,1.36,"LARGE"
2015-09-16 07:30:00,2015-09-16 11:00:00,0.08,0.06,0.24,"VERY SMALL"
2015-09-17 06:45:00,2015-09-18 08:30:00,0.87,0.29,1.16,"MODERATE"
2015-09-18 17:15:00,2015-09-18 17:15:00,0.01,0.01,0.04,"VERY SMALL"
2015-09-19 08:15:00,2015-09-19 08:15:00,0.03,0.03,0.12,"VERY SMALL"
2015-09-19 19:45:00,2015-09-19 21:30:00,0.13,0.11,0.44,"SMALL"
2015-09-20 04:15:00,2015-09-20 13:45:00,0.4,0.19,0.76,"SMALL"
2015-09-20 23:00:00,2015-09-22 12:00:00,1.64,0.21,0.84,"MODERATE"
2015-09-23 01:00:00,2015-09-23 06:45:00,0.2,0.05,0.2,"SMALL"
2015-09-23 14:45:00,2015-09-25 00:00:00,0.5,0.11,0.44,"MODERATE"
2015-09-25 08:00:00,2015-09-26 04:00:00,1.15,0.19,0.76,"MODERATE"
2015-09-26 11:00:00,2015-09-26 18:00:00,0.84,0.26,1.04,"MODERATE"
2015-09-27 01:15:00,2015-09-28 09:00:00,3.24,0.37,1.48,"LARGE"
2015-09-28 16:45:00,2015-09-29 00:15:00,0.16,0.04,0.16,"SMALL"
2015-09-29 07:15:00,2015-09-30 03:30:00,0.68,0.13,0.52,"MODERATE"
2015-10-01 07:45:00,2015-10-01 15:15:00,0.3,0.09,0.36,"SMALL"
2015-10-02 08:00:00,2015-10-02 08:15:00,0.04,0.03,0.12,"VERY SMALL"
2015-10-03 14:15:00,2015-10-03 15:00:00,0.06,0.03,0.12,"VERY SMALL"
2015-10-03 22:00:00,2015-10-05 15:30:00,6.77,0.21,0.84,"LARGE"
2015-10-05 22:30:00,2015-10-06 00:45:00,0.05,0.02,0.08,"VERY SMALL"
2015-10-06 09:30:00,2015-10-06 09:30:00,0.01,0.01,0.04,"VERY SMALL"
2015-10-06 18:45:00,2015-10-07 07:45:00,0.1,0.02,0.08,"SMALL"
2015-10-09 01:45:00,2015-10-09 07:30:00,0.02,0.01,0.04,"VERY SMALL"
2015-10-10 14:15:00,2015-10-11 10:15:00,1.09,0.18,0.72,"MODERATE"
2015-10-12 02:45:00,2015-10-12 15:15:00,1.3,0.16,0.64,"MODERATE"
2015-10-12 22:15:00,2015-10-13 00:30:00,0.2,0.05,0.2,"SMALL"
2015-10-13 07:45:00,2015-10-15 12:30:00,4.22,0.25,1,"LARGE"
2015-10-16 00:00:00,2015-10-18 05:15:00,2.94,0.46,1.84,"LARGE"
2015-10-19 15:45:00,2015-10-20 14:15:00,1.53,0.19,0.76,"MODERATE"
2015-10-21 01:00:00,2015-10-21 05:15:00,0.17,0.07,0.28,"SMALL"
2015-10-21 14:00:00,2015-10-22 19:45:00,0.3,0.08,0.32,"SMALL"
2015-10-23 22:00:00,2015-10-24 05:15:00,0.06,0.03,0.12,"VERY SMALL"
2015-10-26 04:45:00,2015-10-26 04:45:00,0.01,0.01,0.04,"VERY SMALL"
2015-10-26 19:45:00,2015-10-27 08:30:00,1.18,0.35,1.4,"MODERATE"
2015-10-27 18:30:00,2015-10-27 23:30:00,0.21,0.05,0.2,"SMALL"
2015-10-29 01:30:00,2015-10-29 02:00:00,0.05,0.04,0.16,"VERY SMALL"
2015-10-31 01:30:00,2015-11-01 05:15:00,2.28,0.45,1.8,"LARGE"
2015-11-01 13:30:00,2015-11-01 13:30:00,0.01,0.01,0.04,"VERY SMALL"
2015-11-04 22:45:00,2015-11-05 09:15:00,0.24,0.04,0.16,"SMALL"
2015-11-05 19:30:00,2015-11-06 04:45:00,0.25,0.14,0.56,"SMALL"
2015-11-06 13:30:00,2015-11-06 13:30:00,0.01,0.01,0.04,"VERY SMALL"
2015-11-06 20:00:00,2015-11-06 21:00:00,0.09,0.04,0.16,"VERY SMALL"
2015-11-07 05:00:00,2015-11-07 18:30:00,1.29,0.19,0.76,"MODERATE"
2015-11-08 02:00:00,2015-11-08 02:30:00,0.07,0.04,0.16,"VERY SMALL"
2015-11-08 15:45:00,2015-11-09 16:15:00,1.13,0.26,1.04,"MODERATE"
2015-11-10 02:45:00,2015-11-10 03:00:00,0.02,0.01,0.04,"VERY SMALL"
2015-11-10 13:45:00,2015-11-10 14:15:00,0.07,0.03,0.12,"VERY SMALL"
2015-11-11 11:30:00,2015-11-12 04:15:00,0.37,0.1,0.4,"SMALL"
2015-11-12 13:30:00,2015-11-14 07:45:00,1.08,0.18,0.72,"MODERATE"
2015-11-14 18:00:00,2015-11-14 18:15:00,0.08,0.07,0.28,"VERY SMALL"
2015-11-15 18:45:00,2015-11-15 18:45:00,0.03,0.03,0.12,"VERY SMALL"
2015-11-17 10:45:00,2015-11-17 19:45:00,0.98,0.16,0.64,"MODERATE"
2015-11-18 07:00:00,2015-11-18 09:30:00,0.24,0.12,0.48,"SMALL"
2015-11-18 21:00:00,2015-11-21 13:15:00,6,0.3,1.2,"LARGE"
2015-11-22 01:45:00,2015-11-23 20:45:00,4.24,0.26,1.04,"LARGE"
2015-11-24 18:15:00,2015-11-27 14:30:00,6.91,0.22,0.88,"LARGE"
2015-11-28 03:00:00,2015-11-28 03:15:00,0.07,0.06,0.24,"VERY SMALL"
2015-11-28 19:00:00,2015-11-29 02:15:00,0.18,0.05,0.2,"SMALL"
2015-11-29 14:00:00,2015-11-29 15:00:00,0.03,0.01,0.04,"VERY SMALL"
2015-11-30 07:15:00,2015-11-30 08:15:00,0.08,0.06,0.24,"VERY SMALL"
2015-12-02 00:00:00,2015-12-02 01:00:00,0.06,0.03,0.12,"VERY SMALL"
2015-12-02 09:30:00,2015-12-02 12:15:00,0.29,0.1,0.4,"SMALL"
2015-12-02 20:15:00,2015-12-03 03:15:00,0.17,0.03,0.12,"SMALL"
2015-12-05 05:30:00,2015-12-05 08:15:00,0.09,0.07,0.28,"VERY SMALL"
2015-12-05 19:45:00,2015-12-06 09:00:00,0.09,0.02,0.08,"VERY SMALL"
2015-12-08 00:00:00,2015-12-08 10:30:00,0.23,0.04,0.16,"SMALL"
2015-12-08 16:45:00,2015-12-08 17:45:00,0.06,0.04,0.16,"VERY SMALL"
2015-12-09 14:15:00,2015-12-09 18:30:00,0.18,0.05,0.2,"SMALL"
2015-12-10 04:45:00,2015-12-10 08:00:00,0.5,0.07,0.28,"MODERATE"
2015-12-10 19:00:00,2015-12-11 18:45:00,0.24,0.09,0.36,"SMALL"
2015-12-12 03:15:00,2015-12-12 06:30:00,0.18,0.03,0.12,"SMALL"
2015-12-13 06:15:00,2015-12-13 06:15:00,0.01,0.01,0.04,"VERY SMALL"
2015-12-13 15:15:00,2015-12-13 16:00:00,0.03,0.01,0.04,"VERY SMALL"
2015-12-14 10:45:00,2015-12-15 01:15:00,0.19,0.04,0.16,"SMALL"
2015-12-15 19:15:00,2015-12-15 19:15:00,0.01,0.01,0.04,"VERY SMALL"
2015-12-16 02:15:00,2015-12-16 04:00:00,0.08,0.03,0.12,"VERY SMALL"
2015-12-16 15:30:00,2015-12-16 20:15:00,0.13,0.05,0.2,"SMALL"
2015-12-17 05:15:00,2015-12-19 03:15:00,1.37,0.15,0.6,"MODERATE"
2015-12-19 18:45:00,2015-12-19 21:15:00,0.12,0.06,0.24,"SMALL"
2015-12-20 03:30:00,2015-12-20 23:00:00,0.27,0.08,0.32,"SMALL"
2015-12-21 06:30:00,2015-12-21 06:30:00,0.02,0.02,0.08,"VERY SMALL"
2015-12-21 15:45:00,2015-12-23 01:45:00,1.17,0.11,0.44,"MODERATE"
2015-12-23 09:30:00,2015-12-23 10:15:00,0.03,0.02,0.08,"VERY SMALL"
2015-12-23 22:45:00,2015-12-23 22:45:00,0.01,0.01,0.04,"VERY SMALL"
2015-12-24 08:15:00,2015-12-25 19:15:00,1.1,0.12,0.48,"MODERATE"
2015-12-26 02:15:00,2015-12-27 04:15:00,1.62,0.18,0.72,"MODERATE"
2015-12-27 11:00:00,2015-12-27 23:45:00,0.48,0.16,0.64,"SMALL"
2015-12-28 08:15:00,2015-12-28 22:15:00,0.62,0.06,0.24,"MODERATE"
2015-12-29 05:15:00,2015-12-29 05:15:00,0.01,0.01,0.04,"VERY SMALL"
2015-12-30 00:45:00,2015-12-30 01:00:00,0.03,0.02,0.08,"VERY SMALL"
2015-12-30 16:15:00,2015-12-30 19:30:00,0.05,0.01,0.04,"VERY SMALL"
2015-12-31 01:45:00,2015-12-31 07:45:00,0.04,0.01,0.04,"VERY SMALL"
2016-01-01 15:00:00,2016-01-01 18:45:00,0.32,0.06,0.24,"SMALL"
2016-01-05 02:30:00,2016-01-06 23:45:00,2.28,0.19,0.76,"LARGE"
2016-01-09 14:00:00,2016-01-09 14:00:00,0.01,0.01,0.04,"VERY SMALL"
2016-01-16 10:00:00,2016-01-16 10:00:00,0.01,0.01,0.04,"VERY SMALL"
2016-01-20 13:00:00,2016-01-20 23:45:00,0.27,0.04,0.16,"SMALL"
2016-01-22 15:30:00,2016-01-22 15:30:00,0.01,0.01,0.04,"VERY SMALL"
2016-01-25 04:15:00,2016-01-25 16:00:00,0.34,0.05,0.2,"SMALL"
2016-01-28 19:00:00,2016-01-28 19:00:00,0.01,0.01,0.04,"VERY SMALL"
2016-01-31 05:30:00,2016-01-31 05:30:00,0.01,0.01,0.04,"VERY SMALL"
2016-01-31 21:30:00,2016-02-01 06:00:00,0.27,0.07,0.28,"SMALL"
2016-02-01 21:30:00,2016-02-02 08:45:00,0.43,0.11,0.44,"SMALL"
2016-02-02 23:30:00,2016-02-03 12:15:00,0.29,0.11,0.44,"SMALL"
2016-02-04 22:15:00,2016-02-05 05:45:00,0.08,0.03,0.12,"VERY SMALL"
2016-02-06 06:00:00,2016-02-06 06:00:00,0.01,0.01,0.04,"VERY SMALL"
2016-02-06 18:00:00,2016-02-06 23:15:00,0.14,0.03,0.12,"SMALL"
2016-02-07 06:15:00,2016-02-07 06:15:00,0.01,0.01,0.04,"VERY SMALL"
2016-02-11 23:45:00,2016-02-12 01:15:00,0.04,0.02,0.08,"VERY SMALL"
2016-02-12 17:30:00,2016-02-13 00:30:00,0.19,0.1,0.4,"SMALL"
2016-02-13 06:45:00,2016-02-13 06:45:00,0.01,0.01,0.04,"VERY SMALL"
2016-02-14 05:00:00,2016-02-14 05:00:00,0.01,0.01,0.04,"VERY SMALL"
2016-02-15 23:30:00,2016-02-15 23:45:00,0.03,0.02,0.08,"VERY SMALL"
2016-02-16 13:30:00,2016-02-16 22:30:00,0.49,0.07,0.28,"SMALL"
2016-02-17 22:15:00,2016-02-18 02:15:00,0.04,0.01,0.04,"VERY SMALL"
2016-02-18 23:45:00,2016-02-19 12:30:00,0.36,0.07,0.28,"SMALL"
2016-02-19 20:00:00,2016-02-20 02:30:00,0.12,0.06,0.24,"SMALL"
2016-02-21 02:45:00,2016-02-21 09:00:00,0.1,0.04,0.16,"SMALL"
2016-02-21 15:15:00,2016-02-21 20:00:00,0.06,0.03,0.12,"VERY SMALL"
2016-02-25 09:30:00,2016-02-25 09:30:00,0.01,0.01,0.04,"VERY SMALL"
2016-02-25 20:15:00,2016-02-26 03:15:00,0.21,0.08,0.32,"SMALL"
2016-02-29 03:30:00,2016-02-29 03:30:00,0.02,0.02,0.08,"VERY SMALL"
2016-03-08 13:30:00,2016-03-08 20:45:00,0.44,0.08,0.32,"SMALL"
2016-03-09 08:45:00,2016-03-09 08:45:00,0.01,0.01,0.04,"VERY SMALL"
2016-03-11 03:00:00,2016-03-11 05:45:00,0.23,0.1,0.4,"SMALL"
2016-03-13 00:30:00,2016-03-13 00:45:00,0.04,0.02,0.08,"VERY SMALL"
2016-03-13 12:15:00,2016-03-13 12:15:00,0.01,0.01,0.04,"VERY SMALL"
2016-03-14 05:45:00,2016-03-14 22:00:00,2.02,0.27,1.08,"LARGE"
2016-03-15 04:30:00,2016-03-15 04:30:00,0.01,0.01,0.04,"VERY SMALL"
2016-03-16 01:15:00,2016-03-16 10:30:00,0.42,0.11,0.44,"SMALL"
2016-03-17 17:15:00,2016-03-17 21:30:00,0.08,0.03,0.12,"VERY SMALL"
2016-03-18 15:45:00,2016-03-18 23:45:00,0.14,0.02,0.08,"SMALL"
2016-03-19 08:45:00,2016-03-19 09:15:00,0.07,0.04,0.16,"VERY SMALL"
2016-03-20 01:00:00,2016-03-20 03:45:00,0.02,0.01,0.04,"VERY SMALL"
2016-03-22 18:00:00,2016-03-22 23:30:00,0.05,0.02,0.08,"VERY SMALL"
2016-03-23 11:15:00,2016-03-23 11:15:00,0.01,0.01,0.04,"VERY SMALL"
2016-03-24 22:15:00,2016-03-24 22:15:00,0.01,0.01,0.04,"VERY SMALL"
2016-03-25 11:15:00,2016-03-25 12:45:00,0.13,0.03,0.12,"SMALL"
2016-03-27 13:00:00,2016-03-27 13:00:00,0.01,0.01,0.04,"VERY SMALL"
2016-03-29 08:15:00,2016-03-29 10:00:00,0.05,0.02,0.08,"VERY SMALL"
2016-04-03 22:45:00,2016-04-04 07:30:00,0.48,0.14,0.56,"SMALL"
2016-04-05 13:15:00,2016-04-06 02:00:00,1.28,0.16,0.64,"MODERATE"
2016-04-06 21:00:00,2016-04-07 17:15:00,1.02,0.06,0.24,"MODERATE"
2016-04-08 02:45:00,2016-04-08 10:15:00,0.28,0.09,0.36,"SMALL"
2016-04-09 00:15:00,2016-04-09 02:30:00,0.37,0.19,0.76,"SMALL"
2016-04-09 08:45:00,2016-04-09 10:30:00,0.08,0.06,0.24,"VERY SMALL"
2016-04-09 18:15:00,2016-04-09 19:45:00,0.03,0.01,0.04,"VERY SMALL"
2016-04-10 15:00:00,2016-04-10 18:00:00,0.04,0.02,0.08,"VERY SMALL"
2016-04-11 04:45:00,2016-04-11 10:45:00,0.21,0.11,0.44,"SMALL"
2016-04-12 00:30:00,2016-04-12 04:00:00,0.05,0.03,0.12,"VERY SMALL"
2016-04-12 21:15:00,2016-04-12 23:15:00,0.16,0.12,0.48,"SMALL"
2016-04-13 15:15:00,2016-04-13 20:00:00,0.4,0.23,0.92,"SMALL"
2016-04-14 09:30:00,2016-04-14 09:30:00,0.01,0.01,0.04,"VERY SMALL"
2016-04-14 16:00:00,2016-04-15 03:15:00,0.17,0.06,0.24,"SMALL"
2016-04-15 17:15:00,2016-04-15 18:15:00,0.07,0.06,0.24,"VERY SMALL"
2016-04-16 00:30:00,2016-04-16 03:30:00,0.11,0.07,0.28,"SMALL"
2016-04-16 11:15:00,2016-04-18 07:45:00,4.14,0.2,0.8,"LARGE"
2016-04-19 03:15:00,2016-04-19 08:00:00,0.03,0.01,0.04,"VERY SMALL"
2016-04-20 03:15:00,2016-04-20 13:15:00,0.19,0.07,0.28,"SMALL"
2016-04-20 19:45:00,2016-04-20 19:45:00,0.01,0.01,0.04,"VERY SMALL"
2016-04-21 06:00:00,2016-04-21 13:30:00,0.13,0.04,0.16,"SMALL"
2016-04-21 20:45:00,2016-04-21 20:45:00,0.04,0.04,0.16,"VERY SMALL"
2016-04-22 08:30:00,2016-04-22 09:15:00,0.09,0.05,0.2,"VERY SMALL"
2016-04-22 18:15:00,2016-04-25 00:00:00,1.79,0.17,0.68,"MODERATE"
2016-04-26 23:00:00,2016-04-27 11:45:00,0.23,0.06,0.24,"SMALL"
2016-04-29 05:30:00,2016-04-29 05:30:00,0.01,0.01,0.04,"VERY SMALL"
